Date,Stage,Stage Length,Daily Degree Days,Stage Sum Degree Days,Total Degree Days
1980-11-01,Seeding,1,4.15,4.15,4.15
1980-11-02,Seeding,2,2.25,6.4,6.4
1980-11-03,Seeding,3,1.5,7.9,7.9
1980-11-04,Seeding,4,1.0999999999999996,9.0,9.0
1980-11-05,Seeding,5,1.0999999999999996,10.1,10.1
1980-11-06,Seeding,6,1.9500000000000004,12.05,12.05
1980-11-07,Seeding,7,0.6000000000000002,12.65,12.65
1980-11-08,Seeding,8,1.4999999999999998,14.15,14.15
1980-11-09,Seeding,9,3.15,17.3,17.3
1980-11-10,Seeding,10,2.8000000000000003,20.1,20.1
1980-11-11,Seeding,11,3.8000000000000003,23.900000000000002,23.900000000000002
1980-11-12,Seeding,12,2.3,26.200000000000003,26.200000000000003
1980-11-13,Seeding,13,3.7500000000000004,29.950000000000003,29.950000000000003
1980-11-14,Seeding,14,7.3500000000000005,37.300000000000004,37.300000000000004
1980-11-15,Seeding,15,9.649999999999999,46.95,46.95
1980-11-16,Seeding,16,11.35,58.300000000000004,58.300000000000004
1980-11-17,Seeding,17,10.2,68.5,68.5
1980-11-18,Seeding,18,6.1000000000000005,74.6,74.6
1980-11-19,Seeding,19,6.500000000000001,81.1,81.1
1980-11-20,Seeding,20,9.450000000000001,90.55,90.55
1980-11-21,Seeding,21,9.6,100.14999999999999,100.14999999999999
1980-11-22,Seeding,22,10.950000000000001,111.1,111.1
1980-11-23,Seeding,23,11.75,122.85,122.85
1980-11-24,Seeding,24,12.05,134.9,134.9
1980-11-25,Seeding,25,5.05,139.95000000000002,139.95000000000002
1980-11-26,Seeding,26,2.05,142.00000000000003,142.00000000000003
1980-11-27,Seeding,27,2.900000000000001,144.90000000000003,144.90000000000003
1980-11-28,Seeding,28,0.5000000000000001,145.40000000000003,145.40000000000003
1980-11-29,Seeding,29,0.0,145.40000000000003,145.40000000000003
1980-11-30,Seeding,30,0.55,145.95000000000005,145.95000000000005
1980-12-01,Seeding,31,1.7000000000000002,147.65000000000003,147.65000000000003
1980-12-02,Seeding,32,1.9500000000000008,149.60000000000002,149.60000000000002
1980-12-03,Emergence,1,0.5211567996693186,0.5211567996693186,150.12115679966934
1980-12-04,Emergence,2,0.9984599304911551,1.5196167301604737,151.1196167301605
1980-12-05,Emergence,3,2.1274258371402266,3.6470425673007005,153.24704256730072
1980-12-06,Emergence,4,0.8129572278031724,4.459999795103873,154.0599997951039
1980-12-07,Emergence,5,0.0,4.459999795103873,154.0599997951039
1980-12-08,Emergence,6,0.1976308008877806,4.6576305959916535,154.25763059599169
1980-12-09,Emergence,7,1.2350073989884116,5.892637994980065,155.4926379949801
1980-12-10,Emergence,8,2.749619625236392,8.642257620216457,158.2422576202165
1980-12-11,Emergence,9,4.399632088025511,13.041889708241968,162.641889708242
1980-12-12,Emergence,10,4.543201871787416,17.585091580029385,167.1850915800294
1980-12-13,Emergence,11,5.13897832174996,22.724069901779345,172.32406990177935
1980-12-14,Emergence,12,4.683522950529511,27.407592852308856,177.00759285230887
1980-12-15,Emergence,13,1.5190390310836341,28.92663188339249,178.5266318833925
1980-12-16,Emergence,14,1.9854896076892663,30.912121491081756,180.51212149108176
1980-12-17,Emergence,15,2.7333587915939423,33.6454802826757,183.2454802826757
1980-12-18,Emergence,16,0.8645971181766401,34.51007740085234,184.11007740085233
1980-12-19,Emergence,17,0.9003250324783666,35.4104024333307,185.0104024333307
1980-12-20,Emergence,18,1.1549011618060367,36.56530359513674,186.16530359513675
1980-12-21,Emergence,19,2.5105610499503292,39.075864645087066,188.67586464508707
1980-12-22,Emergence,20,3.3128632101888127,42.38872785527588,191.9887278552759
1980-12-23,Emergence,21,5.804892389007525,48.19362024428341,197.79362024428343
1980-12-24,Emergence,22,5.134440159109815,53.32806040339322,202.92806040339326
1980-12-25,Emergence,23,3.2702923922196074,56.59835279561283,206.19835279561286
1980-12-26,Emergence,24,0.8058245107874653,57.4041773064003,207.00417730640032
1980-12-27,Emergence,25,0.3564526742503197,57.76062998065062,207.36062998065063
1980-12-28,Emergence,26,1.7591633883317113,59.519793368982334,209.11979336898233
1980-12-29,Emergence,27,2.2269931705674186,61.74678653954975,211.34678653954975
1980-12-30,Emergence,28,4.477551608077138,66.2243381476269,215.8243381476269
1980-12-31,Emergence,29,4.534276347922674,70.75861449554957,220.35861449554957
1981-01-01,Emergence,30,2.978721688416375,73.73733618396594,223.33733618396596
1981-01-02,Emergence,31,4.092343777751744,77.82967996171769,227.4296799617177
1981-01-03,Emergence,32,5.184083408711189,83.01376337042888,232.6137633704289
1981-01-04,Emergence,33,1.143104781715167,84.15686815214404,233.75686815214408
1981-01-05,Emergence,34,0.9800886918225766,85.13695684396662,234.73695684396665
1981-01-06,Emergence,35,0.7473836431139165,85.88434048708054,235.48434048708057
1981-01-07,Emergence,36,0.8537045067646707,86.73804499384521,236.33804499384524
1981-01-08,Emergence,37,2.368406813417263,89.10645180726247,238.7064518072625
1981-01-09,Emergence,38,3.4501637084391885,92.55661551570167,242.1566155157017
1981-01-10,Emergence,39,1.0056871343397054,93.56230265004137,243.1623026500414
1981-01-11,Emergence,40,3.869838814914873e-17,93.56230265004137,243.1623026500414
1981-01-12,Emergence,41,0.9809589539333996,94.54326160397477,244.1432616039748
1981-01-13,Emergence,42,1.619768874241881,96.16303047821665,245.76303047821668
1981-01-14,Emergence,43,2.6189152793524864,98.78194575756915,248.38194575756916
1981-01-15,Emergence,44,0.10670811153693527,98.88865386910608,248.4886538691061
1981-01-16,Emergence,45,1.215439416778482,100.10409328588456,249.70409328588457
1981-01-17,Emergence,46,1.5807998752281895,101.68489316111275,251.28489316111276
1981-01-18,Emergence,47,1.5886862131885886,103.27357937430135,252.87357937430136
1981-01-19,Emergence,48,1.741723252851767,105.01530262715312,254.6153026271531
1981-01-20,Emergence,49,1.6044791710457207,106.61978179819884,256.2197817981988
1981-01-21,Emergence,50,3.2614125274019448,109.88119432560079,259.48119432560077
1981-01-22,Emergence,51,4.234854579739404,114.1160489053402,263.7160489053402
1981-01-23,Emergence,52,5.920739632894367,120.03678853823456,269.63678853823455
1981-01-24,Emergence,53,5.24300850367965,125.27979704191421,274.87979704191423
1981-01-25,Emergence,54,3.026508087110747,128.30630512902496,277.906305129025
1981-01-26,Emergence,55,3.6417788173695116,131.94808394639446,281.5480839463945
1981-01-27,Emergence,56,4.074177682452905,136.02226162884736,285.6222616288474
1981-01-28,Emergence,57,4.0556778097883335,140.0779394386357,289.67793943863575
1981-01-29,Emergence,58,3.1228114188831193,143.2007508575188,292.8007508575189
1981-01-30,Emergence,59,1.300922792870236,144.50167365038905,294.1016736503891
1981-01-31,Emergence,60,2.1911710968672136,146.69284474725626,296.2928447472563
1981-02-01,Emergence,61,4.209635985467106,150.90248073272338,300.5024807327234
1981-02-02,Emergence,62,3.297926687775162,154.20040742049855,303.8004074204986
1981-02-03,Emergence,63,2.455577694033427,156.65598511453197,306.255985114532
1981-02-04,Emergence,64,1.8403002216920916,158.49628533622408,308.09628533622407
1981-02-05,Emergence,65,2.67462952788717,161.17091486411124,310.77091486411126
1981-02-06,Emergence,66,5.057249329725363,166.2281641938366,315.82816419383664
1981-02-07,Emergence,67,6.587907157263621,172.81607135110022,322.41607135110024
1981-02-08,Emergence,68,6.37792170164126,179.1939930527415,328.7939930527415
1981-02-09,Emergence,69,4.96460883512416,184.15860188786564,333.75860188786567
1981-02-10,Emergence,70,1.125924684291446,185.2845265721571,334.8845265721571
1981-02-11,Emergence,71,1.130786363727668,186.41531293588477,336.01531293588477
1981-02-12,Emergence,72,1.054507802366601,187.46982073825137,337.0698207382514
1981-02-13,Emergence,73,0.9367858219768729,188.40660656022825,338.00660656022825
1981-02-14,Emergence,74,0.7771119534203735,189.18371851364864,338.78371851364864
1981-02-15,Emergence,75,1.02675863955555,190.21047715320418,339.8104771532042
1981-02-16,Emergence,76,1.8557498399884287,192.0662269931926,341.66622699319265
1981-02-17,Emergence,77,1.2421848820301729,193.30841187522276,342.90841187522284
1981-02-18,Emergence,78,0.5820092436791121,193.89042111890188,343.49042111890196
1981-02-19,Emergence,79,0.04173657134556813,193.93215769024746,343.5321576902475
1981-02-20,Emergence,80,0.2513970877647761,194.18355477801225,343.7835547780123
1981-02-21,Emergence,81,0.0,194.18355477801225,343.7835547780123
1981-02-22,Emergence,82,0.042220384146093255,194.22577516215836,343.8257751621584
1981-02-23,Emergence,83,0.08475620468812291,194.31053136684648,343.9105313668465
1981-02-24,Emergence,84,0.04253386529527172,194.35306523214174,343.9530652321418
1981-02-25,Emergence,85,0.0,194.35306523214174,343.9530652321418
1981-02-26,Emergence,86,0.0,194.35306523214174,343.9530652321418
1981-02-27,Emergence,87,1.590566538256287,195.94363177039804,345.54363177039806
1981-02-28,Emergence,88,3.0625902209441045,199.00622199134216,348.6062219913422
1981-03-01,Emergence,89,4.4144901710179,203.42071216236005,353.0207121623601
1981-03-02,Emergence,90,3.8210377568042553,207.2417499191643,356.84174991916433
1981-03-03,Emergence,91,2.4828999856064407,209.72464990477076,359.32464990477075
1981-03-04,Emergence,92,0.4806502771698419,210.2053001819406,359.8053001819406
1981-03-05,Emergence,93,2.4105533534219457,212.61585353536253,362.21585353536256
1981-03-06,Emergence,94,5.1870207434439415,217.80287427880648,367.4028742788065
1981-03-07,Emergence,95,6.568519523951497,224.37139380275798,373.97139380275803
1981-03-08,Emergence,96,8.75293997469822,233.1243337774562,382.72433377745625
1981-03-09,Emergence,97,8.42192033891601,241.5462541163722,391.14625411637223
1981-03-10,Emergence,98,9.28822590463734,250.83448002100954,400.43448002100956
1981-03-11,Emergence,99,9.17786788878852,260.01234790979805,409.6123479097981
1981-03-12,Emergence,100,7.994178053075694,268.00652596287375,417.6065259628738
1981-03-13,Emergence,101,6.893579566675653,274.9001055295494,424.50010552954944
1981-03-14,Emergence,102,4.261937086151292,279.1620426157007,428.76204261570075
1981-03-15,Emergence,103,4.720490923159911,283.8825335388606,433.48253353886065
1981-03-16,Emergence,104,2.928058691997195,286.8105922308578,436.41059223085784
1981-03-17,Double Ridge,1,1.5304082460774173,1.5304082460774173,437.94100047693524
1981-03-18,Double Ridge,2,3.410815720397983,4.9412239664754,441.3518161973332
1981-03-19,Double Ridge,3,5.386686043203854,10.327910009679254,446.73850224053706
1981-03-20,Double Ridge,4,7.114761424057149,17.442671433736404,453.8532636645942
1981-03-21,Double Ridge,5,7.045543334980993,24.4882147687174,460.8988069995752
1981-03-22,Double Ridge,6,6.285765531546611,30.773980300264007,467.1845725311218
1981-03-23,Double Ridge,7,5.1333675538581245,35.90734785412213,472.3179400849799
1981-03-24,Double Ridge,8,7.346305546251229,43.25365340037336,479.66424563123115
1981-03-25,Double Ridge,9,9.218880720582279,52.472534120955636,488.8831263518134
1981-03-26,Double Ridge,10,7.584525029153757,60.057059150109396,496.4676513809672
1981-03-27,Double Ridge,11,6.7689197089873065,66.82597885909671,503.2365710899545
