Date,Photoperiod-Affected Thermal Time
1978-10-05,7.947777226466441
1978-10-06,8.425126688696631
1978-10-07,7.591468015714265
1978-10-08,7.007923865878681
1978-10-09,8.29322832671714
1978-10-10,9.056661598701538
1978-10-11,10.465917123170222
1978-10-12,9.46438084310338
1978-10-13,6.50190999769174
1978-10-14,6.43838650217992
1978-10-15,7.598015845491858
1978-10-16,5.820511357464869
1978-10-17,4.954495683046002
1978-10-18,4.355334636331621
1978-10-19,5.358512434704309
1978-10-20,6.577863949222111
1978-10-21,5.1613239859274165
1978-10-22,6.6212255500169315
1978-10-23,5.302738033882616
1978-10-24,6.718721415499922
1978-10-25,7.650343391683502
1978-10-26,7.143488046525465
1978-10-27,6.969789337804349
1978-10-28,4.785663024292053
1978-10-29,5.004485826398309
1978-10-30,5.947678413136375
1978-10-31,6.3724981904654685
1978-11-01,6.473328276815101
1978-11-02,7.26227240482488
1978-11-03,4.4831632316748244
1978-11-04,5.27423471772414
1978-11-05,5.926963167447849
1978-11-06,5.222299277570688
1978-11-07,5.584654533264659
1978-11-08,7.0242640185536365
1978-11-09,4.890881953391914
1978-11-10,3.720862458024433
1978-11-11,3.449763043100711
1978-11-12,4.771948827904266
1978-11-13,3.694539826195247
1978-11-14,4.628610732814625
1978-11-15,5.9032547862718685
1978-11-16,3.5958807382531237
